global_rank,entity_rank,entity_type,entity_name,hotspot_score,total_violations,parking_related_violations,peak_hour_violations,recency_weight_sum,location_diversity
1890,1671,Street/Location,Teacher's Colony,6.32,2,2,2,0.9401114952893458,1
1891,1673,Street/Location,CQAL Road,6.3,2,3,1,0.16735890583536162,2
1892,1674,Street/Location,Chowdeshwari Nagar,6.29,2,4,1,0.31156573494365775,1
1893,1675,Street/Location,Magic Spice,6.28,2,2,2,0.8784159287302215,1
1894,1676,Street/Location,Ramdev Medicals,6.25,2,3,1,0.12043796183728683,2
1895,1677,Street/Location,11th A Main Road,6.21,3,3,0,0.594215738561141,2
1896,1678,Street/Location,@home,6.2,2,2,1,1.047175352616869,2
1897,1681,Street/Location,Gopalan Arcade Mall,6.19,2,2,1,1.0365023586540887,2
1898,1682,Street/Location,Dindigul Thalappakatti,6.19,2,2,2,0.7478661102742131,1
1899,1679,Street/Location,Gismat Jail Mandi,6.19,2,2,2,0.7473909296848011,1
1900,1680,Street/Location,Omkar Medicals,6.19,2,4,1,0.21081504680014995,1
1901,1683,Street/Location,Doddabele Road,6.17,2,6,0,1.102579330177699,1
1902,1685,Street/Location,MM Road,6.16,2,2,1,0.9927147220922248,2
1903,1686,Street/Location,Hemansa Road,6.16,3,3,0,0.5304148897809238,2
1904,1684,Street/Location,14th C Cross Road,6.16,2,2,1,0.9869908366153828,2
1905,1687,Street/Location,Annapoorneshwari Main Road Junction,6.14,2,4,1,0.16968709621174044,1
1906,1688,Street/Location,Pragathipura Main Road,6.12,3,3,0,1.759482182051606,1
1907,1690,Street/Location,Seagate Technology,6.11,2,2,2,0.6513675393971631,1
1908,1689,Street/Location,PT 6th Cross Road,6.11,3,3,0,1.732404213134734,1
1909,1692,Street/Location,West Coast Sports & Fittness Shop,6.09,2,4,1,0.12360165584389433,1
1910,1691,Street/Location,Ashwathakatte Road,6.09,2,4,1,0.12513973644975285,1
1911,1693,Street/Location,39th Main Road,6.08,3,3,0,1.6793530634173335,1
1912,1694,Street/Location,Siddapura,6.06,2,2,2,0.5830496984087203,1
1913,1697,Street/Location,2nd D Cross Road,6.03,3,3,0,0.3825183908628342,2
1914,1695,Street/Location,Gunjurupalya Road,6.03,3,4,0,0.5631829237031242,1
1915,1696,Street/Location,Nimhans Hosur Road,6.03,2,2,1,0.7964967524678542,2
1916,1699,Street/Location,LIC,6.02,2,2,2,0.5298565235116258,1
1917,1698,Street/Location,Banaswadi Road,6.02,2,2,2,0.5339382791260865,1
1918,1700,Street/Location,Reliance Smart Bazaar,6.01,2,2,1,0.7687585658518695,2
1919,1702,Street/Location,Karnataka Slum Clearance Board,5.98,2,2,1,0.723545621174034,2
1920,1701,Street/Location,Kotak Mahindra Bank,5.98,2,2,1,0.7323274616923716,2
1921,1704,Street/Location,Dr. Puneeth Rajkumar Ward,5.96,3,4,0,0.48008621230948223,1
1922,1703,Street/Location,Doddamavalli Road,5.96,3,3,0,0.3123718345981909,2
1923,1706,Street/Location,BESCOM Main Road,5.94,2,2,2,0.4393769319260839,1
1924,1705,Street/Location,Sanjeevappa Lane,5.94,2,2,1,0.678296998795166,2
1925,1707,Street/Location,Puttenahalli Main Road,5.92,3,3,0,0.27212198721205766,2
1926,1709,Street/Location,Chandapura Dommasandra Road,5.91,2,4,0,0.9578304793094721,2
1927,1710,Street/Location,D' Souza Road,5.91,2,2,2,0.40530372025163114,1
1928,1708,Street/Location,34,5.91,2,2,2,0.41016760118288437,1
1929,1711,Street/Location,KSRTC Mysore Road Satellite Bus Station,5.9,3,4,0,0.4167366114175178,1
1930,1713,Street/Location,Arrrow,5.89,2,2,2,0.3865261842017256,1
1931,1712,Street/Location,Dashbhuja Ganapathi Marg,5.89,3,3,0,1.310327477408817,1
1932,1714,Street/Location,Shivanagar Flyover,5.88,2,3,1,0.5682845130586958,1
1933,1715,Street/Location,4th Cross,5.87,3,3,0,0.21606544987443604,2
1934,1716,Street/Location,East Parade Church,5.86,3,4,0,0.36694620474799716,1
1935,1719,Street/Location,Gattahalli Road,5.85,2,2,2,0.34113749583556185,1
1936,1718,Street/Location,1st Anjaneya Temple Street,5.85,3,3,0,1.2234537492429247,1
1937,1717,Street/Location,Prestige Monte Carlo Street,5.85,2,2,2,0.34140947370208985,1
1938,1721,Street/Location,Namma Salem Kitchen,5.84,2,2,2,0.3335899369180976,1
1939,1720,Street/Location,Vidya Nagar Cross Road,5.84,3,3,0,1.2150210639218748,1
1940,1722,Street/Location,Coorg Restaurant,5.83,2,2,2,0.3254498443947882,1
1941,1723,Street/Location,Kennametal,5.81,2,2,2,0.30299759246231883,1
1942,1724,Street/Location,Y1 Road,5.81,3,3,0,1.1619395000274821,1
1943,1725,Street/Location,270,5.8,2,2,2,0.2964755222978655,1
1944,1726,Street/Location,Kammanahalli Main Road,5.79,2,2,2,0.28304416896382956,1
1945,1727,Street/Location,SB Road,5.79,3,3,0,1.1256449657739351,1
1946,1728,Street/Location,57th C Cross Road,5.79,3,3,0,1.1331950152180983,1
1947,1729,Street/Location,1st A Road,5.78,2,2,2,0.27110287449869525,1
1948,1730,Street/Location,R Subbanna Circle,5.78,2,3,1,0.44432668019666116,1
1949,1731,Street/Location,M C Layout,5.77,2,3,1,0.4347542600647773,1
1950,1736,Street/Location,Delice,5.75,2,2,2,0.24704700189771292,1
1951,1735,Street/Location,Electronics City Phase 2 Road,5.75,3,3,0,1.055857680893135,1
1952,1733,Street/Location,B Chikkanna Layout,5.75,3,3,0,1.0663816631056238,1
1953,1732,Street/Location,Hindus Cemetery Road,5.75,3,3,0,1.069935500636905,1
1954,1734,Street/Location,ITC Windsor Bridge,5.75,2,2,2,0.24653392470930852,1
1955,1738,Street/Location,Vasanthapura,5.74,2,2,2,0.2335635881918262,1
1956,1737,Street/Location,9th C Main Road,5.74,2,2,2,0.2355206911032982,1
1957,1740,Street/Location,Telecom Layout,5.74,3,3,0,1.0472594951246008,1
1958,1739,Street/Location,Banshankari Junction,5.74,2,2,1,0.42748106157318827,2
1959,1741,Street/Location,1/1,5.73,2,2,2,0.2276520547870407,1
1960,1742,Street/Location,Skill Mission,5.73,2,2,2,0.22441949420862803,1
1961,1743,Street/Location,1st D Main Road,5.73,2,4,0,0.7020064196493012,2
1962,1744,Street/Location,Living Hub,5.72,2,2,2,0.2147530277123831,1
1963,1746,Street/Location,Sling,5.71,2,2,2,0.20057837327913208,1
1964,1745,Street/Location,2nd H Cross Road,5.71,2,2,1,0.3973087261540296,2
1965,1748,Street/Location,153,5.71,2,2,2,0.20676472642515806,1
1966,1747,Street/Location,Balenciaga,5.71,2,2,2,0.200668744173014,1
1967,1751,Street/Location,5th C Cross Road,5.7,3,3,0,0.9914619567349602,1
1968,1750,Street/Location,Evergreen Golf Shop,5.7,2,2,2,0.1909393540457636,1
1969,1749,Street/Location,36,5.7,2,2,2,0.19173050371597666,1
1970,1753,Street/Location,Malleswaram 18th Cross,5.68,2,2,2,0.17837770842109096,1
1971,1752,Street/Location,BEL Road,5.68,2,3,1,0.3388097982992816,1
1972,1754,Street/Location,Banki Nawab Street,5.68,2,2,2,0.17874894377677267,1
1973,1755,Street/Location,Ziva Spa,5.67,2,2,1,0.3588881467100306,2
1974,1756,Street/Location,Cottage Lane,5.67,2,3,1,0.33313846223261057,1
1975,1757,Street/Location,LR Road,5.65,2,2,2,0.14494768142362566,1
1976,1758,Street/Location,Bagmane World Techpark Road,5.65,1,7,1,0.0501600844021698,1
1977,1759,Street/Location,Gangamma Temple Road,5.65,2,2,2,0.1515928653262107,1
1978,1764,Street/Location,MC Pherson Road,5.64,2,2,1,1.4647621540489957,1
1979,1765,Street/Location,The Edelweiss,5.64,2,2,2,0.14127883140334918,1
1980,1763,Street/Location,Imperial Restaurant,5.64,3,4,0,0.15344258916214587,1
1981,1762,Street/Location,Krishnappa Block,5.64,2,2,2,0.13843700868205322,1
1982,1760,Street/Location,Clarence High School,5.64,2,2,2,0.13860635726631532,1
1983,1761,Street/Location,Kiran Rao's Apartment,5.64,2,2,2,0.13854097909534663,1
1984,1767,Street/Location,Apollo Speciality Hospital,5.63,2,2,2,0.12894314284254915,1
1985,1766,Street/Location,26th Main Road,5.63,2,2,1,0.30991693833836975,2
1986,1772,Street/Location,Elle,5.62,2,2,2,0.12340729094583963,1
1987,1768,Street/Location,Haji Towers,5.62,2,2,2,0.12075135620480582,1
1988,1771,Street/Location,771,5.62,2,2,2,0.12308592215931743,1
1989,1770,Street/Location,Bazar Road,5.62,2,4,0,0.5542062341816181,2
1990,1769,Street/Location,HB Samaja Link Road,5.62,2,2,2,0.12310297615307826,1
1991,1773,Street/Location,Vijaya College,5.61,2,2,2,0.10993242507719592,1
1992,1775,Street/Location,Mathikere,5.6,2,2,2,0.1047223290239671,1
1993,1774,Street/Location,148/1,5.6,2,2,2,0.10647710954933581,1
1994,1776,Street/Location,Davis Road,5.6,2,2,2,0.1076158196340373,1
1995,1778,Street/Location,Mullur Road,5.59,3,3,0,0.8264251631087927,1
1996,1777,Street/Location,Siddaiah Road,5.59,2,2,2,0.0972470781608828,1
1997,1779,Street/Location,Diamond District,5.59,2,2,2,0.0934456945500213,1
1998,1781,Street/Location,Sri Channakeshava English School,5.58,2,2,1,1.3484551630470345,1
1999,1780,Street/Location,Agara,5.58,2,2,2,0.09106307186927054,1
2000,1782,Street/Location,reenix sports india pvt ltd,5.58,2,2,2,0.08398136737182081,1
2001,1783,Street/Location,Popular Store,5.57,2,2,2,0.07954534683961687,1
2002,1785,Street/Location,Sultanpete Main Road,5.56,2,2,2,0.06921673233790517,1
2003,1784,Street/Location,H Ramaiah Lane,5.56,2,2,2,0.06776357506210336,1
2004,1788,Street/Location,C Cross Road,5.55,3,3,0,0.7712009442223138,1
2005,1786,Street/Location,Sattva Global City,5.55,2,2,2,0.06323607605457646,1
2006,1787,Street/Location,Cotton Zone,5.55,2,2,2,0.06164877810901222,1
2007,1789,Street/Location,Jnana Bharathi,5.54,2,2,1,0.21961898442419467,2
2008,1790,Street/Location,Nagavara,5.53,2,3,1,0.18808397112531866,1
2009,1791,Street/Location,Kensington Oval Junction,5.51,2,2,1,0.1922930250766686,2
2010,1793,Street/Location,Amogh Medical,5.5,2,3,1,0.16376572918175158,1
2011,1794,Street/Location,Devaraja Mudaliar Street,5.5,3,3,0,0.6924536949380342,1
2012,1792,Street/Location,Bhadrappa Layout Main Road,5.5,2,2,1,0.18343808386301533,2
2013,1795,Street/Location,15/1,5.49,2,2,1,1.1906143735254684,1
2014,1796,Street/Location,West Chord Road,5.47,3,3,0,0.661434810921687,1
2015,1797,Street/Location,Kumbaragundi Road,5.47,3,3,0,0.6603866601304444,1
2016,1798,Street/Location,Aga Abbas Ali Road,5.47,3,3,0,0.6578882766339115,1
2017,1799,Street/Location,KR Market,5.45,2,3,1,0.11536875490423379,1
2018,1801,Street/Location,Hare Krishna Road,5.42,2,2,1,0.11025057446023775,2
2019,1800,Street/Location,PES University Road,5.42,2,2,1,0.11198207112664979,2
2020,1804,Street/Location,Nautica,5.41,2,2,1,1.0618474118131598,1
2021,1802,Street/Location,78,5.41,2,2,1,0.1084866560918108,2
2022,1803,Street/Location,The Brown Shop,5.41,2,3,1,0.0823163024107029,1
2023,1805,Street/Location,111,5.4,2,2,1,0.10107245020376762,2
2024,1806,Street/Location,Modi Hospital Main Road,5.4,2,2,1,0.10131477663459598,2
2025,1807,Street/Location,4th G Main Road,5.39,2,2,1,1.0179110330487375,1
2026,1808,Street/Location,Sangeetha,5.39,2,2,1,0.0886201415378782,2
2027,1810,Street/Location,Shakar Nagar Road,5.38,2,4,0,0.2888334168411948,2
2028,1809,Street/Location,248,5.38,2,2,1,0.08197868054262909,2
2029,1811,Street/Location,Nagondanahalli Main Road,5.38,3,3,0,0.5410565202640112,1
2030,1812,Street/Location,Sharana Seva Samaja,5.37,2,2,1,0.07122899135484756,2
2031,1813,Street/Location,Tippu Sultan Janmasthala Road,5.36,2,4,0,1.3664348935297537,1
2032,1814,Street/Location,Public Toilet And Bath,5.34,3,3,0,0.4923830292692686,1
2033,1815,Street/Location,Armugam Circle,5.3,3,3,0,0.4540399469438666,1
2034,1816,Street/Location,Chikkallasandra Main Road,5.29,2,4,0,0.20091226052585215,2
2035,1817,Street/Location,247,5.27,3,3,0,0.41768226140041065,1
2036,1818,Street/Location,Adi Chunchanagiri Ward,5.27,3,3,0,0.41661905522959664,1
2037,1819,Street/Location,Indian Coffee House,5.26,2,2,1,0.8280322336773306,1
2038,1820,Street/Location,Kadamba Sports & Fitness,5.26,1,6,1,0.040648558698027394,1
2039,1822,Street/Location,Slaughterhouse A Street,5.24,2,2,1,0.7992778781247325,1
2040,1821,Street/Location,Mattekere Street,5.24,2,4,0,0.15581600891667813,2
2041,1826,Street/Location,Rangnath Colony Main Road,5.23,3,3,0,0.3746758107198349,1
2042,1825,Street/Location,Kranthiveera Sangollirayanna Main Road,5.23,2,3,0,0.8933027219998051,2
2043,1824,Street/Location,DTDC,5.23,3,3,0,0.36872185561672993,1
2044,1823,Street/Location,Curl Analytics,5.23,3,3,0,0.3765634909372608,1
2045,1827,Street/Location,Bastian,5.21,3,3,0,0.35120977999131775,1
2046,1828,Street/Location,Anjaneya Temple,5.2,3,3,0,0.34619517367920083,1
2047,1829,Street/Location,Arehalli Main Road,5.19,2,4,0,1.0764243795941466,1
2048,1830,Street/Location,Dr Swarna Skin Hair & Laser Clinic,5.19,2,5,0,0.37586723015738766,1
2049,1832,Street/Location,Campbell Road,5.17,3,3,0,0.31567899785498466,1
2050,1833,Street/Location,Kaverappa Layout,5.17,2,3,0,0.7957645719189494,2
2051,1831,Street/Location,Sapthagiri Medicals,5.17,3,3,0,0.3122816283693063,1
2052,1834,Street/Location,Minsk Square,5.16,3,3,0,0.3017394832222914,1
2053,1835,Street/Location,Someshwara Temple Road,5.14,2,4,0,0.9949059302512936,1
2054,1837,Street/Location,PS Lane,5.14,3,3,0,0.2824856022340886,1
2055,1836,Street/Location,Rathna Vilas Road,5.14,2,2,1,0.6708324014094861,1
2056,1838,Street/Location,Nisarga Family Resturant,5.12,3,3,0,0.2644198290631047,1
2057,1839,Street/Location,Burugal Matt Road,5.1,2,2,1,0.6077981330591063,1
2058,1840,Street/Location,1791/B,5.1,3,3,0,0.23920060959693634,1
2059,1841,Street/Location,Asiatic Arts and Crafts,5.09,2,2,1,0.6068629650451545,1
2060,1842,Street/Location,East Circle Road,5.09,3,3,0,0.23526387725288753,1
2061,1843,Street/Location,Xoox Brewmill,5.08,2,2,1,0.5887849791165163,1
2062,1844,Street/Location,Nalwadi Krishnaraja Wadiyar Ward,5.08,3,3,0,0.2246780163511418,1
2063,1845,Street/Location,24th Cross Road,5.07,3,3,0,0.21329589235768714,1
2064,1846,Street/Location,Bilal,5.06,3,3,0,0.20741528940198817,1
2065,1848,Street/Location,Gokul Veg,5.05,3,3,0,0.19343541177429896,1
2066,1847,Street/Location,Field Marshall Cariappa Cycle Path,5.05,3,3,0,0.19319438700725072,1
2067,1850,Street/Location,Nehru Sports Club,5.04,3,3,0,0.18008597354207656,1
2068,1849,Street/Location,State Bank of Mysore Settigere,5.04,2,2,1,0.5413525044510319,1
2069,1852,Street/Location,KMDC Bhavana,5.03,2,2,1,0.5328916471472618,1
2070,1851,Street/Location,Bowring Hospital Road,5.03,2,2,1,0.5310989855067472,1
2071,1853,Street/Location,53rd E Cross Road,5.02,3,3,0,0.16440418979201896,1
2072,1855,Street/Location,Westside,5.01,3,3,0,0.16003713790272422,1
2073,1854,Street/Location,Kengal Hanumanthiah Circle,5.01,2,2,1,0.5090598804175394,1
2074,1856,Street/Location,Budigere Cross,5.01,2,3,0,0.5906059194262485,2
2075,1858,Street/Location,R. P. Kamat's,5.0,3,3,0,0.14905386349119304,1
2076,1859,Street/Location,Milkman B Street,5.0,3,3,0,0.14959415107884713,1
2077,1857,Street/Location,Chikkathoguru,5.0,2,4,0,0.7866319650664177,1
2078,1861,Street/Location,IndiQube Gamma,5.0,2,5,0,0.19331785312139443,1
2079,1860,Street/Location,The Galleria Mall,5.0,3,3,0,0.14983854798467514,1
2080,1864,Street/Location,Sri Ganapathy Temple Road,4.99,2,2,1,0.48287998163403445,1
2081,1863,Street/Location,NITTE Meenakshi College Road,4.99,3,3,0,0.1429413444797247,1
2082,1862,Street/Location,Namjegowda Street,4.99,3,3,0,0.1361853421187237,1
2083,1865,Street/Location,Chamrajpet Road,4.99,2,2,1,0.48531241376358036,1
2084,1867,Street/Location,R Gangadharappa Road,4.98,2,2,1,0.4719947528672963,1
2085,1866,Street/Location,Bhuwalk Steel Industry,4.98,3,3,0,0.13355799052648504,1
2086,1868,Street/Location,Union street,4.96,2,2,1,0.45188527369888287,1
2087,1869,Street/Location,Karnataka Power Transmission Corporation,4.96,2,2,1,0.44278267670565086,1
2088,1870,Street/Location,Sajjan Rao Road,4.95,2,2,1,0.4351792855863029,1
2089,1871,Street/Location,Kavin Corporation,4.95,2,2,1,0.4357701781051281,1
2090,1872,Street/Location,14th B Cross Road,4.94,2,2,1,0.4185896119969706,1
2091,1873,Street/Location,Kattigenahalli Main Road,4.94,3,3,0,0.09650509655727521,1
2092,1874,Street/Location,Vividus Hotel Bangalore,4.94,3,3,0,0.0986911293680055,1
2093,1875,Street/Location,East End B Main Road,4.93,2,5,0,0.13053741767318974,1
2094,1876,Street/Location,Hennagara Main Road,4.9,2,4,0,0.6525120846371705,1
2095,1878,Street/Location,9th B Main Road,4.87,2,2,1,0.35098956092649847,1
2096,1877,Street/Location,Subramanyanagar Main Road,4.87,2,2,1,0.3529683606033714,1
2097,1879,Street/Location,D.V Gundappa Ward,4.83,2,2,1,0.3101667633110227,1
2098,1880,Street/Location,Channel Road,4.82,2,2,0,1.5919530356123994,2
2099,1881,Street/Location,Zefa,4.82,2,2,1,0.30070832611893517,1
2100,1882,Street/Location,Benson Cross Road,4.82,2,2,1,0.2936047149958217,1
2101,1883,Street/Location,Bhagini Icon Premier Hotel,4.81,2,2,1,0.2885513630284434,1
2102,1884,Street/Location,Shifa Hospital,4.8,2,2,1,0.2756548245543916,1
2103,1886,Street/Location,Touch Spa & Salons,4.79,2,2,1,0.26727493427026544,1
2104,1885,Street/Location,5th D Cross Road,4.79,2,2,1,0.26223578223424454,1
2105,1887,Street/Location,ಹಳೇ ಕಸಾಯಿ ರಸ್ತೆ,4.79,2,2,1,0.2687240745715913,1
2106,1888,Street/Location,Bengaluru Bites,4.78,2,2,1,0.2532719976488722,1
2107,1889,Street/Location,Sadahalli Toll Plaza,4.78,2,2,1,0.2538140659795476,1
2108,1890,Street/Location,Nayandahalli Flyover,4.77,2,2,1,0.2502367961624392,1
2109,1891,Street/Location,Link Road Entry Toll Plaza,4.77,2,2,1,0.2510126179264981,1
2110,1892,Street/Location,Achutharaya Mudaliar Road,4.76,2,2,1,0.23946632458411596,1
2111,1894,Street/Location,Coporation City Bank,4.73,2,2,1,0.20433607846475288,1
2112,1893,Street/Location,Krishnananda Road,4.73,2,2,1,0.20736101653590752,1
2113,1895,Street/Location,JJR Nagara,4.73,2,2,1,0.2080157971991676,1
2114,1896,Street/Location,3rd Stage Cross Road,4.72,2,4,0,0.43093619342440687,1
2115,1897,Street/Location,Phoenix Mall of Asia,4.72,2,2,1,0.20076385896378482,1
2116,1898,Street/Location,MEI Layout,4.7,2,2,1,0.17676415985454386,1
2117,1899,Street/Location,Sports line,4.69,2,2,1,0.16829848673220113,1
2118,1903,Street/Location,Sankashta Hara Ganapati Temple,4.67,2,2,1,0.1538417800581391,1
2119,1901,Street/Location,Toyota,4.67,2,2,1,0.14977282161893396,1
2120,1900,Street/Location,Medahalli,4.67,2,2,1,0.15566615671521375,1
2121,1902,Street/Location,Kushal's fashion jewellery,4.67,2,2,1,0.156728625177099,1
2122,1904,Street/Location,Sadahalli Gate,4.66,2,2,1,0.1411889336419495,1
2123,1907,Street/Location,General Bipin Rawat Circle,4.65,2,2,1,0.13384157632018046,1
2124,1905,Street/Location,53rd C Cross Road,4.65,2,2,1,0.13100028511198952,1
2125,1906,Street/Location,Domlur Service Road,4.65,2,2,1,0.1350260117453816,1
2126,1909,Street/Location,K Kamaraj Ward,4.64,2,2,1,0.12486911186693454,1
2127,1908,Street/Location,Standage Road,4.64,2,2,0,1.2567066243265117,2
2128,1911,Street/Location,Pizza stop,4.63,2,2,1,0.12093530018110527,1
2129,1910,Street/Location,Dairy Circle Underpass,4.63,2,2,1,0.11568880277346741,1
2130,1912,Street/Location,Celebrities Fitness Slimming Studio,4.62,2,2,1,0.10788936034687163,1
2131,1913,Street/Location,226,4.6,2,2,1,0.09274619806938499,1
2132,1914,Street/Location,Narayana Nethralaya,4.59,2,2,1,0.07941474759469655,1
2133,1915,Street/Location,Seventh Day Adventist School,4.58,2,2,1,0.07580627813413636,1
2134,1916,Street/Location,Rachoteshwar Communication,4.58,2,2,1,0.07304650709346056,1
2135,1917,Street/Location,Garden Road,4.58,2,4,0,0.2849631032505127,1
2136,1919,Street/Location,Sri LB Shivalingiah Road,4.57,2,3,0,1.0894553962766187,1
2137,1918,Street/Location,Puma,4.57,2,3,0,0.12971880608729644,2
2138,1920,Street/Location,Vajrahalli,4.57,2,2,1,0.06690716026997957,1
2139,1921,Street/Location,Electronics City Phase 1,4.55,2,4,0,0.25217222001901735,1
2140,1922,Street/Location,Prestige Tranquility Road,4.51,2,4,0,0.2138323061741058,1
2141,166,Junction,"18th Main, Marenahalli",4.45,7,8,5,2.18775161991395,2
2142,1923,Street/Location,Nehru Main Road,4.44,2,2,0,0.9253035749460098,2
2143,1924,Street/Location,Uttarahalli,4.42,2,4,0,0.13265625843645507,1
2144,1925,Street/Location,Aramane Nagara,4.42,2,4,0,0.13167927873969762,1
2145,1926,Street/Location,Elevated Section Electronic City Toll Plaza,4.41,2,4,0,0.12147025417592927,1
2146,1927,Street/Location,Krishna Nagar Police Quarters Road,4.34,2,4,0,0.06480358717999908,1
2147,1928,Street/Location,Sangeeth Bar and Restaurant,4.33,2,2,0,0.7701847835662943,2
2148,1929,Street/Location,KR Puram Traffic Police Station,4.25,2,2,0,0.6609224222665485,2
2149,1930,Street/Location,Nice Bangalore Mysore Expressway,4.23,2,3,0,0.6055336977923731,1
2150,1931,Street/Location,Ashwath Katte Road,4.22,2,3,0,0.5980404956874051,1
2151,1932,Street/Location,4th Street,4.2,2,2,0,1.9799121609383992,1
2152,1933,Street/Location,Meenakshi Nagar,4.14,2,2,0,0.5299543076376548,2
2153,1934,Street/Location,Lakshmi Layout Main Road,4.13,2,2,0,1.8273601429722592,1
2154,1935,Street/Location,Dalchini,4.1,2,2,0,0.48368062348004237,2
2155,1936,Street/Location,Kalpavruksha Student Housing Unit 3,4.09,2,3,0,0.43771682028492676,1
2156,167,Junction,"Bharathi Nursing Home, Basavanagudi",4.08,7,7,1,3.548289995217351,6
