global_rank,entity_rank,entity_type,entity_name,hotspot_score,total_violations,parking_related_violations,peak_hour_violations,recency_weight_sum,location_diversity
1565,1351,Street/Location,Rukmini Nagara,9.88,4,4,1,1.2060431475790725,2
1566,1352,Street/Location,Akme Encore Pereipheral Road,9.87,4,6,1,0.9290003492476089,1
1567,1353,Street/Location,Varthur - Sarjapur Road,9.86,3,4,2,1.0868171089831666,2
1568,1354,Street/Location,Kundalahalli Cross Road Number 1,9.81,4,4,1,1.0868706191884583,2
1569,1355,Street/Location,KR Market Bus Terminus,9.8,6,6,0,0.21878606469405457,2
1570,1356,Street/Location,Golam Lane,9.78,4,4,2,0.7610914425195908,1
1571,1357,Street/Location,Santhusapet Road,9.77,4,4,2,0.748109703949182,1
1572,1359,Street/Location,17th F Main Road,9.76,3,3,3,0.8335431803041776,2
1573,1358,Street/Location,Cave Temple Road,9.76,4,4,2,0.7319293245144626,1
1574,1360,Street/Location,Gunjur Road,9.74,5,5,0,1.7282381486450862,2
1575,1361,Street/Location,Sri Raghavendra Mutt Road,9.69,6,6,0,1.0878174195757748,1
1576,1362,Street/Location,Kesavaraj Road,9.68,4,4,2,0.6351913286390862,1
1577,1364,Street/Location,Sriram Hospital,9.67,4,5,1,1.321929985587488,1
1578,1363,Street/Location,Balaji Vaidyasala,9.67,4,4,2,0.6184217689184504,1
1579,1365,Street/Location,GarvebhaviPalya,9.65,4,4,2,0.5901051998702125,1
1580,1366,Street/Location,Royal Gardenia Road,9.63,3,6,2,0.5373625534237508,1
1581,1368,Street/Location,Bowring Institute,9.6,4,4,2,0.5269267414152576,1
1582,1367,Street/Location,Shanthaveri Gopalagowda Circle,9.6,3,5,3,0.22212069225908035,1
1583,1370,Street/Location,Hosapalya Main Rd,9.58,3,3,2,0.7762848372737672,3
1584,1371,Street/Location,Sir M Vishweshwaraiah Main Road,9.58,4,4,1,0.7434547900603738,2
1585,1369,Street/Location,Puttappana Gudi Veedhi,9.58,4,6,1,0.5429428600985562,1
1586,1373,Street/Location,Christ School Road,9.57,4,4,1,0.7327883279222016,2
1587,1372,Street/Location,Blue Chip Road,9.57,5,5,0,1.3738921885765396,2
1588,1374,Street/Location,Bhashyam Main Road,9.56,5,8,0,0.7775048016569996,1
1589,1375,Street/Location,Shivanahalli Flyover,9.55,4,4,1,0.710820749495445,2
1590,1376,Street/Location,Kasturba Cross Road,9.53,3,3,2,0.7014372494771316,3
1591,1377,Street/Location,NTY Layout,9.52,4,5,1,1.0689813501540177,1
1592,1378,Street/Location,Nawab Hyder Ali Khan Road,9.51,4,4,2,0.42384618026499565,1
1593,1380,Street/Location,Gangamma Temple road,9.49,4,4,2,0.40283815159793457,1
1594,1379,Street/Location,Uttaradi Mutt Lane,9.49,4,4,2,0.4044415593436668,1
1595,1381,Street/Location,Bosch Road,9.45,6,6,0,0.7252129799788074,1
1596,1382,Street/Location,11th A Cross Road,9.44,4,4,1,0.5714656310215108,2
1597,1383,Street/Location,Pillappa Lane,9.44,4,4,2,0.35226473562670907,1
1598,1384,Street/Location,Shivajinagar Bus Station,9.43,4,4,1,0.5515135430948519,2
1599,1385,Street/Location,Subbarama Chetty Road,9.43,6,6,0,0.7088731564659396,1
1600,1386,Street/Location,40 Feet Main Road,9.42,3,3,3,0.40658856106191954,2
1601,1388,Street/Location,Ballari Road,9.37,4,8,0,0.49268778106575106,2
1602,1389,Street/Location,Concord Road,9.37,3,3,3,1.5170178829591057,1
1603,1387,Street/Location,Curley Street,9.37,5,5,0,1.0306718333225713,2
1604,1391,Street/Location,Adyar Ananda Bhavan,9.36,3,3,2,0.4944366753943583,3
1605,1390,Street/Location,Domino's,9.36,3,4,2,0.4142110174929384,2
1606,1393,Street/Location,Mangammapalaya Road,9.35,6,6,0,0.595735599141787,1
1607,1392,Street/Location,109,9.35,4,4,2,0.2593598292579121,1
1608,1396,Street/Location,Bier Loft Brewing Company,9.34,6,6,0,0.5834505388187219,1
1609,1394,Street/Location,BESCOM Office,9.34,3,6,1,0.42446102568785143,2
1610,1395,Street/Location,Manjunatha Nagar Road,9.34,4,5,1,0.7947757269502224,1
1611,163,Junction,Itmadu,9.31,12,13,1,4.633224502314552,9
1612,1397,Street/Location,D Devaraj Urs Circle,9.3,5,6,0,1.5425747233604576,1
1613,1398,Street/Location,Garvebavi Palya,9.29,4,4,2,0.2048256937138228,1
1614,1400,Street/Location,Fish and Meat Market,9.29,5,5,0,0.9144394791784266,2
1615,1399,Street/Location,28th A Main Road,9.29,4,12,0,0.15257873610727438,1
1616,1401,Street/Location,Raw Mango,9.29,3,3,3,1.3685901403359857,1
1617,1402,Street/Location,Alice Circle,9.27,4,4,1,0.37318178298831783,2
1618,1403,Street/Location,Levi's,9.26,4,4,2,0.17069647370261468,1
1619,1404,Street/Location,Nagappa Layout Main Road,9.25,4,10,0,0.6145307303874774,1
1620,1405,Street/Location,Olympic Sporting Co,9.25,3,3,3,1.286988993610012,1
1621,1406,Street/Location,Kammanahalli Ring Road,9.21,4,4,1,1.429401596084915,1
1622,1407,Street/Location,Mia by Tanishq,9.15,3,3,3,1.1212158632530178,1
1623,164,Junction,"14th Cross, KR Road",9.15,10,11,5,2.5680636479304275,6
1624,1408,Street/Location,Dr. Dhirendra H Deshpande,9.15,3,3,3,1.1208015384419012,1
1625,1409,Street/Location,Casual shirt,9.14,4,4,1,1.3062350751405967,1
1626,1410,Street/Location,Puttanna Chetty Road,9.13,3,3,3,0.1221714452350194,2
1627,1411,Street/Location,Sweet Chariot,9.12,3,3,3,1.0782393240679706,1
1628,1412,Street/Location,Sree Anjaneya Temple Road,9.11,3,3,2,0.23110830501189053,3
1629,53,Police Station,Kengeri,9.1,464,628,170,111.99363781698978,89
1630,1413,Street/Location,76th B Cross Road,9.1,3,3,3,1.0376839404029898,1
1631,1414,Street/Location,Aurobindo Circle,9.09,3,3,2,0.876174357708438,2
1632,1415,Street/Location,Goragunte Palya,9.06,3,3,2,0.8294277127785175,2
1633,1416,Street/Location,Krishnappa Road,9.02,3,3,3,0.9109720810283051,1
1634,1417,Street/Location,Vasanthapura Main Road,9.0,4,5,0,1.7652877935813585,2
1635,1418,Street/Location,Model House Road,8.99,4,4,1,1.0537021248944387,1
1636,1419,Street/Location,Bellandur Flyover,8.99,4,4,0,0.8873432366354737,4
1637,1420,Street/Location,IBC Internal Road,8.97,5,5,0,0.48907609819507925,2
1638,1421,Street/Location,Airport City Road,8.96,3,3,2,0.6993235925032264,2
1639,1422,Street/Location,151/1,8.96,3,3,2,0.6971460172341309,2
1640,1423,Street/Location,Vidhana Soudha,8.95,4,5,1,0.3270539182885828,1
1641,1424,Street/Location,Pristline Hospital,8.94,5,5,0,1.6956707315236788,1
1642,1425,Street/Location,Siddhapura Main Road,8.92,5,5,0,1.6577792725022245,1
1643,1426,Street/Location,Naturals Unisex Salon And Spa,8.92,3,5,2,0.23821433052572727,1
1644,1427,Street/Location,B Cross Road,8.92,3,3,2,0.6482310805702821,2
1645,1428,Street/Location,National College Flyover,8.9,4,4,1,0.9097079126894105,1
1646,1429,Street/Location,Devanahalli,8.89,4,8,0,0.9113200662735179,1
1647,1430,Street/Location,Sukhi Apartment,8.88,3,3,3,0.7231491308685974,1
1648,1431,Street/Location,Mallappa Reddy Main Road,8.84,3,3,3,0.6600252340180303,1
1649,1432,Street/Location,MCECHS Layout Main Road,8.81,3,5,2,0.14268687956577608,1
1650,1433,Street/Location,2nd Square Road,8.8,3,3,3,0.6140398150756701,1
1651,1435,Street/Location,Jayanagar 1st Block,8.79,3,5,2,0.12319518216558484,1
1652,1434,Street/Location,Goraguntepalya Flyover,8.79,3,4,1,0.25992920065558556,3
1653,1436,Street/Location,52nd Cross Road,8.78,4,4,1,0.7338338859131193,1
1654,1437,Street/Location,AH 47,8.75,3,4,1,0.8988756605191578,2
1655,1438,Street/Location,West Anjaneya Temple Road,8.7,3,5,1,0.20941929411854648,2
1656,1439,Street/Location,Diacon Hospital,8.69,3,3,3,0.4843977933586204,1
1657,1443,Street/Location,Sri Muthylamma Temple Road,8.68,3,3,2,0.36056333303630317,2
1658,1442,Street/Location,Old Taluk Cutchery Road,8.68,4,4,1,0.6113367150011898,1
1659,1441,Street/Location,Shree Vinayaka Layout,8.68,3,3,2,1.5381349348962485,1
1660,1440,Street/Location,147,8.68,4,4,1,0.6100887909926413,1
1661,1444,Street/Location,H. Siddaiah Road,8.68,3,3,1,0.8959687408235848,3
1662,1446,Street/Location,Mahayogi Vemana Road,8.66,4,4,1,0.5840361576211107,1
1663,1445,Street/Location,253,8.66,3,3,3,0.4447646513512213,1
1664,1447,Street/Location,Cambridge Cross Road,8.65,3,3,3,0.42894921933535174,1
1665,1448,Street/Location,Kodihalli Road,8.63,3,3,2,0.307791501352035,2
1666,1449,Street/Location,Chokkasandra,8.62,4,4,1,0.5306221712406433,1
1667,1450,Street/Location,Manipal Academy Of BFSI,8.61,5,6,0,0.48522885682353833,1
1668,1451,Street/Location,Yulu,8.6,3,3,3,0.3778327240093391,1
1669,1452,Street/Location,Koramangala 2nd Block,8.58,3,4,2,0.4213660706570176,1
1670,1453,Street/Location,B S A Motors,8.57,3,3,2,1.3284538662419565,1
1671,1456,Street/Location,Towards Silk Institute,8.53,3,3,2,0.21283748663062133,2
1672,1454,Street/Location,Mallasandara Main Road,8.53,4,4,0,1.8773947393583268,2
1673,1455,Street/Location,DR Lane,8.53,4,4,1,0.43355305087520585,1
1674,1457,Street/Location,Jayanagar Sport Depot,8.52,3,3,3,0.29222765250045146,1
1675,1458,Street/Location,Saloon mousse,8.52,3,3,3,0.29881267281358653,1
1676,1459,Street/Location,Kuvempunagara,8.5,4,5,0,0.8620770530461311,2
1677,1460,Street/Location,Krishna Rao Sindya Road,8.5,5,5,0,0.9164549718451841,1
1678,1461,Street/Location,Sri Ramakrishna Chowk,8.49,4,4,0,1.7824575271191194,2
1679,1462,Street/Location,Rajaram Mohan Roy Road,8.49,3,3,2,0.1703713949387591,2
1680,1463,Street/Location,Veeranapalaya Main Road,8.48,3,3,1,0.623936810814745,3
1681,1464,Street/Location,Saint Mark's Road,8.47,3,3,3,0.249790550367736,1
1682,1465,Street/Location,Sidedpalli Road,8.47,5,5,0,0.8747537791315192,1
1683,1466,Street/Location,Kaviraja Marga Road,8.46,5,5,0,0.8577480495862672,1
1684,1468,Street/Location,1st Temple Street,8.46,3,3,3,0.23903121932314278,1
1685,1467,Street/Location,College of Nursing - ESIC,8.46,3,3,3,0.23409261994076652,1
1686,1470,Street/Location,DVK Road,8.45,3,3,2,0.13754836587524927,2
1687,1469,Street/Location,Laila,8.45,3,6,1,0.3154341622124774,1
1688,1471,Street/Location,63,8.44,3,3,3,0.21305739811160787,1
1689,1472,Street/Location,Ezee Slim,8.43,3,6,0,1.6031311711251257,2
1690,1474,Street/Location,BT Street,8.42,3,3,3,0.19390228908088986,1
1691,1475,Street/Location,Adugodi Main Road,8.42,3,3,1,0.546549538057263,3
1692,1473,Street/Location,Sector 6,8.42,4,5,0,0.7577249081280156,2
1693,1476,Street/Location,Padmashree RMB Aradhya Circle,8.41,4,4,1,0.3018366715051961,1
1694,1477,Street/Location,Meraki Spa And Boutique,8.4,3,3,3,0.17684709120538755,1
1695,1478,Street/Location,Basaveshwaranagar 2nd Stage,8.39,3,3,3,0.1727315875250993,1
1696,1480,Street/Location,Valens Elvators,8.38,2,4,2,0.6798935300074336,2
1697,1481,Street/Location,Fort F Street,8.38,5,5,0,0.7388571169326453,1
1698,1479,Street/Location,Nagarthpete Cross Road,8.38,3,3,2,1.0049679497097674,1
1699,1482,Street/Location,Gopalpura,8.36,4,4,1,0.25757150311537136,1
1700,1484,Street/Location,Thran,8.35,3,3,3,0.13378034438293526,1
1701,1485,Street/Location,101/A,8.35,5,5,0,0.702252221886003,1
1702,1483,Street/Location,Krishnarajapuram Hanging Bridge,8.35,3,4,1,0.38613338340471665,2
1703,1486,Street/Location,Okalipuram,8.34,3,3,3,0.12218817416779408,1
1704,1487,Street/Location,BBMP Waste Transfer Station,8.33,3,3,3,0.1140675035141448,1
1705,1488,Street/Location,44/A,8.33,3,4,2,0.1736304511476805,1
1706,1489,Street/Location,M V Jayaram Road,8.32,3,3,3,0.10959654437996298,1
1707,1490,Street/Location,66th Cross Road,8.3,3,3,1,1.19401027189806,2
1708,1491,Street/Location,Basavanna Statue,8.29,3,3,1,1.1673602540868724,2
1709,1492,Street/Location,Du Park Trinity,8.27,4,4,1,0.17187685664355903,1
1710,1493,Street/Location,Kothanur Police Station Road,8.25,4,4,0,3.3022695650870317,1
1711,1494,Street/Location,34th Cross Road,8.22,4,4,0,1.2488395864285522,2
1712,1495,Street/Location,Corporation Bank,8.2,3,4,1,0.22888881041027623,2
1713,1496,Street/Location,Bore Bank Cross Road,8.19,3,3,1,1.0071109665279934,2
1714,1498,Street/Location,1st B Cross Road,8.19,3,3,1,1.0100317568688046,2
1715,1497,Street/Location,39th Cross Road,8.19,4,4,0,0.4106089029070998,3
1716,1501,Street/Location,Reliance tools centre,8.15,4,5,0,1.6438008815695229,1
1717,1500,Street/Location,Dispensary Cross Road,8.15,4,4,0,2.974315011709235,1
1718,1499,Street/Location,Professor BS Madhava Rao Circle,8.15,3,3,2,0.6800255247960711,1
1719,1502,Street/Location,Kamat Vegetarian Restaurant,8.12,3,3,1,0.9046955672489854,2
1720,1503,Street/Location,Papa John's,8.11,3,4,1,0.14573417186669368,2
1721,1504,Street/Location,Nagapura,8.08,3,3,2,0.5814216828817292,1
1722,1505,Street/Location,Goldwinn Textile,8.04,4,4,0,2.6312222661633644,1
1723,1506,Street/Location,Bhartiya Jalpan,8.03,5,5,0,0.32997905029293517,1
1724,1507,Street/Location,DMart,8.02,4,5,0,0.278068308128571,2
1725,1508,Street/Location,NH 648,8.02,2,3,2,1.0786668348547834,2
1726,1509,Street/Location,Patel Public School Road,8.01,3,3,1,0.7468013355684223,2
1727,1510,Street/Location,Central Park Circle,8.01,4,4,0,2.552134483831199,1
1728,1512,Street/Location,Hindustan Petroleum,8.0,5,5,0,0.2952676083746413,1
1729,1511,Street/Location,Bangalore Dairy Circle,8.0,3,4,1,0.9545553188736416,1
1730,1513,Street/Location,Rajadhani Pub,8.0,3,3,2,0.4946550159678416,1
1731,1514,Street/Location,Old Mysuru Road,7.97,3,3,2,0.4549483805942486,1
1732,1515,Street/Location,Dr. B. R. Ambedkar Road,7.97,3,3,1,2.1355551004442725,1
1733,1517,Street/Location,8th B Main Road,7.96,3,3,1,0.6801976234803832,2
1734,1516,Street/Location,Lavelle Road,7.96,3,3,1,0.6711989735890326,2
1735,1518,Street/Location,Salarpuria Serenity,7.96,3,3,2,0.4470027993388096,1
1736,1519,Street/Location,Veera Pillai Cross Road,7.94,3,3,1,2.069580063935971,1
1737,1520,Street/Location,1st I Main Road,7.89,5,5,0,0.19307837439371472,1
1738,1521,Street/Location,Sporting Goods Shop,7.89,3,3,2,0.37003204016242297,1
1739,1522,Street/Location,Burger King,7.87,3,3,2,0.3421805839182032,1
1740,1523,Street/Location,Dodda Alahalli Kempegowda Road,7.85,3,4,1,0.7353012429212145,1
1741,1524,Street/Location,4th C Main Road,7.85,3,3,2,0.3245352701966589,1
1742,1525,Street/Location,Kanteerava Studio Flyover,7.85,3,3,2,0.32163475095476224,1
1743,1526,Street/Location,Leonard Lane,7.85,4,4,0,0.6899715639131904,2
1744,1528,Street/Location,Chandra Layout,7.81,3,4,1,0.68094082209013,1
1745,1527,Street/Location,Ratna Vilas Road,7.81,3,3,1,1.7749336974621532,1
1746,1529,Street/Location,Bachammal Road,7.81,3,3,1,0.4919516769772246,2
1747,1530,Street/Location,GB Lane,7.8,4,6,0,0.4255314791767162,1
1748,1531,Street/Location,Hope Farm Underpass,7.79,3,3,2,0.2634391240086955,1
1749,1532,Street/Location,Immadihalli Main Road,7.79,2,3,2,0.7317638838123957,2
1750,1533,Street/Location,Darga Mohalla,7.78,3,3,2,0.2577203032113372,1
1751,1534,Street/Location,KSRTC Bus Terminal 1,7.78,3,3,1,0.4528104551196165,2
1752,1535,Street/Location,Malleshwaram 8th Cross,7.77,3,3,2,0.24406245679507532,1
1753,1536,Street/Location,Kathriguppe Main Road,7.76,2,4,2,0.9219991111790488,1
1754,1537,Street/Location,F Street,7.73,3,4,1,0.5833761563211524,1
1755,1538,Street/Location,General Travel,7.71,4,5,0,0.8680013291761992,1
1756,1539,Street/Location,Kamakshipalya,7.7,3,3,2,0.18103620887867172,1
1757,1540,Street/Location,70,7.7,3,3,2,0.17418708164862284,1
1758,1541,Street/Location,AH 43,7.7,3,4,0,1.0054913882285164,3
1759,1542,Street/Location,B Srinivas Murthy Road,7.69,3,3,2,0.16598106936372997,1
1760,1543,Street/Location,Mudalappa Street,7.68,3,3,2,0.15550140530469622,1
1761,1544,Street/Location,Amma Ashrama Road,7.67,4,4,0,0.46152691140763186,2
1762,1545,Street/Location,Sarayu Fine Dine,7.67,3,3,2,0.14966396339317714,1
1763,1546,Street/Location,Kengeri Railway Station Road,7.63,3,3,1,0.28992671380554536,2
1764,1547,Street/Location,Vinayaka Layout,7.62,2,3,2,0.515183772004188,2
1765,1548,Street/Location,Muddayanapalya Road,7.62,3,3,1,0.28234213904172584,2
1766,1549,Street/Location,Silk Board Flyover,7.59,2,3,2,0.48417313850116606,2
1767,1550,Street/Location,Cuepra Inc,7.58,4,5,0,0.6852031188438714,1
1768,1551,Street/Location,Rahman Khan Road,7.58,3,3,1,0.24417808689638007,2
1769,1552,Street/Location,17th E Main Road,7.57,3,3,1,0.23957900121221803,2
1770,1553,Street/Location,Lenskart,7.56,3,3,1,0.2302921435179806,2
1771,1554,Street/Location,251,7.56,3,3,1,1.2871629502533315,1
1772,1555,Street/Location,Bhavani Road,7.55,3,6,0,1.4298006461085855,1
1773,1557,Street/Location,Jayamahal Road,7.54,3,3,1,0.20212321633732033,2
1774,1556,Street/Location,Mass pharma,7.54,3,4,1,0.36642112077541755,1
1775,1558,Street/Location,Hutchins Road,7.53,4,4,0,1.4392777474919916,1
1776,1559,Street/Location,SilverJubilee Park Ward,7.51,3,3,1,1.1923744808797525,1
1777,1560,Street/Location,Kempegowda International Airport,7.51,3,3,1,0.17536822949878333,2
1778,1561,Street/Location,48th Cross Road,7.5,3,5,0,0.769318961567928,2
1779,1562,Street/Location,Ramachandra Pura,7.5,3,3,1,0.16920220735502642,2
1780,1563,Street/Location,Rajajinagar 3rd Block,7.49,3,3,1,1.1537002295601753,1
1781,1564,Street/Location,3,7.49,3,3,1,0.1636506911376946,2
1782,1565,Street/Location,Eden Park,7.48,3,3,1,0.14722650699948928,2
1783,1566,Street/Location,Anantha Nagar Road,7.43,3,6,0,1.2063706926337285,1
1784,1567,Street/Location,3rd Sequence Road,7.39,4,4,0,1.1935597199722585,1
1785,1568,Street/Location,Makkala Basavanna Temple Street,7.39,3,3,1,1.0012476369284626,1
1786,1571,Street/Location,Sukh Sagar Shopping Center,7.38,3,4,1,0.20369990027852514,1
1787,1569,Street/Location,3rd Wide Road,7.38,3,3,1,0.9788039022807082,1
1788,1570,Street/Location,National Institute of Mental Health and NeuroSciences,7.38,3,3,0,1.5499540770419171,3
1789,1572,Street/Location,BM Glorietta Society Road,7.37,2,4,2,0.41036662219270664,1
1790,1573,Street/Location,Doddathogur Main Road,7.36,3,8,0,0.19741361248040243,1
1791,1574,Street/Location,Rayasandra Main Road,7.36,4,5,0,0.41955953742830354,1
1792,1576,Street/Location,Mir Obaidullah Road,7.35,3,3,1,0.9326377558983001,1
1793,1575,Street/Location,Ullas Theatre Road,7.35,4,5,0,0.41533366710942005,1
1794,1577,Street/Location,John Avenue,7.35,4,4,0,1.1178065051710742,1
1795,1578,Street/Location,Lake N Bake,7.34,3,3,1,0.9261610640933526,1
1796,1579,Street/Location,Sarovar Portico,7.34,2,4,1,0.6013226629569288,2
1797,165,Junction,Bileka Halli,7.32,8,9,4,1.9881623214877853,7
1798,1580,Street/Location,Bunny Bar,7.29,4,4,0,1.0285712726287013,1
1799,1581,Street/Location,Begur Road,7.27,3,5,0,0.48097111594432473,2
1800,1582,Street/Location,Vista Tower Road,7.21,2,2,2,1.0950911121104194,2
1801,1583,Street/Location,Raja Mayura Varma Ward,7.2,4,4,0,0.8819468736127902,1
1802,1584,Street/Location,Prestige Atrium,7.19,2,3,2,1.026118776473981,1
1803,1585,Street/Location,Yelahanka Sante,7.13,3,3,1,0.627219513182669,1
1804,1586,Street/Location,Jalahalli,7.12,3,7,0,0.2907174192085374,1
1805,1587,Street/Location,Byrasandra Main Road,7.1,4,4,0,0.7416628315862414,1
1806,1588,Street/Location,Vaidya Ratnam Ayurvedic Center,7.09,3,3,1,0.5734125057847582,1
1807,1589,Street/Location,The Ritz-Carlton,7.05,2,4,2,0.10022520055177984,1
1808,1591,Street/Location,KR Puram Police Station,7.04,3,3,0,2.04972438561285,2
1809,1590,Street/Location,Bike Parking,7.04,2,4,2,0.0954837293374922,1
1810,1592,Street/Location,HNS Road,7.02,2,4,2,0.07770736647766446,1
1811,1594,Street/Location,Sai Ram Hot Chips,7.01,2,4,2,0.06762205988955387,1
1812,1593,Street/Location,Svastha Hospital,7.01,2,4,2,0.06762362197717936,1
1813,1596,Street/Location,Jangu Pharma,6.96,2,3,1,0.9612544264017898,2
1814,1595,Street/Location,Gokul Vegetarian,6.96,3,3,1,0.4248973058946218,1
1815,1598,Street/Location,Honey Special Cake,6.95,3,3,1,0.41668674895446045,1
1816,1599,Street/Location,Lalbagh Siddapura Circle,6.95,3,3,0,1.8354317904502278,2
1817,1597,Street/Location,7th C Cross Road,6.95,2,2,2,0.7062293982912125,2
1818,1600,Street/Location,Prince of Wales Road,6.94,2,2,2,0.6895064922669786,2
1819,1601,Street/Location,Lalbagh Road,6.93,3,3,1,0.38898281489844033,1
1820,1602,Street/Location,Gandhi Circle,6.91,3,3,1,0.3708549044419041,1
1821,1603,Street/Location,Veerabhadra Nagara,6.9,2,2,2,0.6385554948358262,2
1822,1604,Street/Location,Government Ayurvedic Medical College,6.89,3,3,1,0.35298053789815875,1
1823,1605,Street/Location,Just Bake,6.89,2,3,1,0.8612776098912155,2
1824,1608,Street/Location,Empire Plaza,6.87,3,3,1,0.3305469631504405,1
1825,1606,Street/Location,Springfield Apartments,6.87,4,4,0,0.46170422334878664,1
1826,1607,Street/Location,146,6.87,3,3,1,0.3322742096068725,1
1827,1609,Street/Location,Enamor,6.86,4,4,0,0.44242169658382563,1
1828,1610,Street/Location,Shri Hans Ashram Road,6.85,4,4,0,0.4367243997642466,1
1829,1612,Street/Location,Yelahanka Flyover,6.84,3,3,1,0.2974341287888024,1
1830,1611,Street/Location,Blossom Infertility Center,6.84,3,3,1,0.29317022431018375,1
1831,1615,Street/Location,Cemetery Road,6.79,4,4,0,0.3663363553820582,1
1832,1613,Street/Location,Sivan Chetty Garden Road,6.79,3,3,0,1.4970745063059183,2
1833,1614,Street/Location,KR Puram,6.79,2,2,2,0.5103347714696874,2
1834,1617,Street/Location,Deverachikkanahalli Main Road,6.77,3,3,1,0.2276488256232848,1
1835,1616,Street/Location,Computerised Keys Locksmith,6.77,3,6,0,0.320437409670709,1
1836,1618,Street/Location,Kwality BIg Bazaar,6.72,3,3,1,0.18154502960669416,1
1837,1620,Street/Location,Jogi Colony Main Road,6.71,2,4,1,0.8244968624011376,1
1838,1619,Street/Location,Serpentine Street,6.71,3,3,1,0.1682619171091247,1
1839,1621,Street/Location,Aspect Technology Center,6.69,3,3,1,0.1523209675951759,1
1840,1622,Street/Location,Apollo Hospital,6.68,4,4,0,0.2567790957224041,1
1841,1623,Street/Location,Arogya Aahara,6.68,3,3,1,0.14533218849174193,1
1842,1625,Street/Location,Siddegowda Street,6.67,3,3,1,0.13642558600786384,1
1843,1627,Street/Location,Dr. Rajkumar Road Underpass,6.67,2,2,2,0.37160108989819796,2
1844,1624,Street/Location,8th A Main Road,6.67,3,3,0,0.46784423041292467,3
1845,1626,Street/Location,38th Main Road,6.67,4,4,0,0.24488157022897483,1
1846,1629,Street/Location,Electronic City,6.66,4,4,0,0.23852050370732852,1
1847,1628,Street/Location,Third Wave Coffee,6.66,3,3,1,0.12991470719316764,1
1848,1631,Street/Location,Milk Colony,6.65,2,2,2,1.5217421074288766,1
1849,1632,Street/Location,City Center Library,6.65,3,5,0,0.6878728210014002,1
1850,1630,Street/Location,Apparao Lane,6.65,3,4,0,1.546313415681072,1
1851,1633,Street/Location,Vayudooth Chambers,6.64,4,4,0,0.21383660389237985,1
1852,1634,Street/Location,BNG MD 212,6.63,2,4,1,0.7140804820349476,1
1853,1635,Street/Location,10th C Cross Road,6.62,3,3,0,1.1967330136543406,2
1854,1637,Street/Location,Subhash Nagar Road,6.61,3,3,0,1.1667158351382776,2
1855,1636,Street/Location,Konadasanapura,6.61,2,5,1,0.12030168473951294,1
1856,1639,Street/Location,AT Road,6.61,2,2,2,1.4432620302994474,1
1857,1638,Street/Location,120,6.61,2,3,2,0.28370765104915396,1
1858,1641,Street/Location,Munniswamy Road,6.6,3,6,0,0.15826558945076094,1
1859,1640,Street/Location,Hebbagodi,6.6,2,5,1,0.11357032310060611,1
1860,1642,Street/Location,Dodda Bidarakallu,6.58,4,4,0,0.15950272803814347,1
1861,1644,Street/Location,Civil Court,6.57,4,4,0,0.14784019695385858,1
1862,1643,Street/Location,Rao Bahadur Hayavadana Rao Road,6.57,4,4,0,0.15112564700283881,1
1863,1645,Street/Location,Bangalore Neelamangla Toll Plaza,6.55,3,3,0,1.072533893812606,2
1864,1647,Street/Location,Vinayaka Nagar 7th Main Road,6.54,4,4,0,0.12792338356967284,1
1865,1646,Street/Location,Swati Deluxe,6.54,2,2,2,1.3020921025366647,1
1866,1648,Street/Location,Reliance Trends,6.53,3,3,0,0.31937454115521424,3
1867,1649,Street/Location,44th Cross Road,6.51,3,3,0,1.0080654159455305,2
1868,1651,Street/Location,Nandini Milk Parlour,6.5,2,2,2,0.20369630433754296,2
1869,1650,Street/Location,Beena Ville,6.5,3,3,0,2.7099180341345726,1
1870,1652,Street/Location,Doddi Circle,6.48,2,2,2,0.18110788032365277,2
1871,1653,Street/Location,AV Cross Road,6.47,3,3,0,0.9489134906232115,2
1872,1654,Street/Location,37th A Cross Road,6.47,2,2,2,0.1752966100052352,2
1873,1656,Street/Location,Nehru Road,6.45,3,3,0,2.566751498426628,1
1874,1655,Street/Location,Hotel Chalukya Junction,6.45,2,2,2,0.1553829281259395,2
1875,1659,Street/Location,Ramachandra Road,6.44,2,3,2,0.12228306267532994,1
1876,1657,Street/Location,Sujana Convent Road,6.44,3,4,0,1.1515748281426534,1
1877,1658,Street/Location,Shri Bala Anjaneya Swami Temple Road,6.44,2,2,1,1.4658722341830763,2
1878,1661,Street/Location,New Fruit Market Road,6.43,2,4,1,0.46977792187299616,1
1879,1660,Street/Location,South 3rd Road,6.43,2,3,1,0.29426351438181686,2
1880,1662,Street/Location,Manipal Hospital Junction,6.42,2,2,2,0.12396938083184349,2
1881,1664,Street/Location,MS Palya Main Road,6.41,3,4,0,0.12971810902980715,2
1882,1663,Street/Location,Nagarabhavi Underpass,6.41,2,3,1,0.27457982758957733,2
1883,1665,Street/Location,K Muniswamappa Main Road,6.4,3,4,0,0.1224811103307572,2
1884,1666,Street/Location,Fashion Factory,6.39,2,2,1,1.3850556923476396,2
1885,1667,Street/Location,Navin associates,6.38,2,4,1,0.4072660338876853,1
1886,1669,Street/Location,RK Street,6.35,2,2,2,0.9819663171469524,1
1887,1668,Street/Location,Bagalur Cross,6.35,2,2,2,0.07098655263117815,2
1888,1670,Street/Location,Ashokapuram Main Road,6.32,3,5,0,0.30602652090718735,1
1889,1672,Street/Location,Visvanathan Nagenahalli Main Road,6.32,2,3,1,0.1912523072276316,2
